what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206025860
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368206028119
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206029749
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206030011
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1368206034649
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368206037950
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206042148
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206042579
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368206043335
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1368206045956
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206047038
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206142680
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206143712
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206144420
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206145117
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206460409
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368206462151
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368206466070
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206466625
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206473482
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1368206475388
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206478734
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206535363
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368206544428
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1368206550551
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1368206553453
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1368206554016
